slno,trans_date_trans_time,cc_num,category,AMT_TRANS,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
61390,12/7/2020 19:20,4.43E+12,food_dining,1125000,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,16-08-00,b3572317c42d0dd3eb0082f9c560fcdf,34.076558,-105.653677,0
61391,12/7/2020 19:21,3.56E+15,personal_care,808650,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,15-09-69,f4f230f780d49983e21b2c78bb29219b,30.954681,-102.863302,0
61392,12/7/2020 19:22,4.60E+18,food_dining,1354500,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,30-12-64,89f66bafdcab36371664b028eeb505a5,35.409942,-88.480543,0
61393,12/7/2020 19:22,3.05E+13,food_dining,542133,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,26-01-79,dad74ef61cc20456663c364f1632d65a,37.196384,-88.841813,1
61394,12/7/2020 19:22,3.57E+15,home,260640,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,13-03-74,d5dd876403cb56b1e99331e53c289090,41.650828,-93.123666,0
61395,12/7/2020 19:23,1.80E+14,home,1006920,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,18-01-70,3f71edfcc72be44072d66b46811f5dea,27.918841,-96.951256,0
61396,12/7/2020 19:24,3.53E+15,misc_net,900000,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,4/6/1997,85dc8187137517a3f6e74e280dee675e,33.203128,-80.358995,0
61397,12/7/2020 19:24,5.10E+15,shopping_net,266652,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,8/7/1978,0332a59eac10b0119ad5692c4b0ca5cd,40.117327,-73.340681,1
61398,12/7/2020 19:25,4.19E+12,shopping_pos,119925,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,3/2/1998,f8c5aa611ba5d163e04ae5940205a2bf,33.650825,-86.573841,0
61399,12/7/2020 19:25,3.49E+14,kids_pets,286704,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,19-08-50,cfd8d05db0997979548420bbcde2701e,40.819398,-98.961291,0
61400,12/7/2020 19:26,3.56E+15,personal_care,343287,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-99,adf6fb518720364ab6a8494bff0b5e60,29.293823,-95.14892,0
61401,12/7/2020 19:26,4.81E+12,shopping_pos,135000,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10/7/2001,ad041895ccdbeaa459bfc16f153cf735,38.0413,-83.0022,1
61402,12/7/2020 19:27,4.58E+18,home,544491,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",16-04-75,7eceaeccc5ea3c89ebf12ff423e3db16,33.531124,-96.574261,0
61403,12/7/2020 19:27,3.60E+15,shopping_pos,265851,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21-10-70,c017829708df6c92e9ea4e1ae30e7303,41.055325,-73.260114,0
61404,12/7/2020 19:27,4.59E+15,misc_pos,239850,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",5/7/1997,5f0d8b24083b48149ed4c3f1e749488e,33.224186,-80.805122,1
61405,12/7/2020 19:28,3.53E+15,shopping_pos,640080,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,13-09-84,ce4315627fd1dd8c6f61fff3653b110c,37.502785,-89.116772,0
61406,12/7/2020 19:28,3.01E+13,food_dining,1006920,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",22-04-94,ac465c505ed12cd17d851a219e48481a,36.31091,-84.885217,0
61407,12/7/2020 19:28,3.01E+13,home,310500,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23-06-34,61c69bd6d6d07a8ffa016a26d2c24c6e,25.341473,-82.355853,0
61408,12/7/2020 19:28,3.01E+13,food_dining,900000,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23-06-34,8e9e52c6498b890618e8f87b99a7ad2b,25.899928,-81.668012,0
61409,12/7/2020 19:29,3.53E+15,food_dining,225000,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,13-09-84,89d064ae88d64631c31fc8c048261e81,37.001305,-89.448315,1
61410,12/7/2020 19:29,3.58E+15,health_fitness,1125000,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,22-06-01,a71f8af4678ad1189591e5261c03cb5b,34.527067,-88.898821,0
61411,12/7/2020 19:29,1.80E+14,home,900000,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,8/12/1953,7b58e143331989808ea059f2771d5f74,35.623572,-81.510519,0
61412,12/7/2020 19:29,6.39E+11,food_dining,253377,Justin,Carter,M,853 Miller Bypass Suite 802,Broomfield,CO,80021,39.8854,-105.1139,92337,"Engineer, electronics",18-10-67,dd965f80637a2f65f3a001dbbc3dd51c,39.098787,-104.539907,1
61413,12/7/2020 19:29,4.09E+18,travel,474408,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",7/12/2045,a143a2696af5b8391ca23f36d0542e45,34.8834,-77.905568,0
61414,12/7/2020 19:30,3.56E+15,kids_pets,576000,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",28-03-57,bd01dc9317701788a85f21ce156a6c2b,36.044342,-112.557965,0
61415,12/7/2020 19:30,3.41E+14,food_dining,787131,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18-05-80,c68bbeb9406e00049b1399526feb9f7a,42.954771,-83.019817,1
61416,12/7/2020 19:30,3.55E+15,food_dining,323194.5,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,9/10/1976,54ce3f0a294365bb1a878ad0991d571d,45.064273,-73.892743,0
61417,12/7/2020 19:31,6.76E+11,personal_care,787131,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,21-08-85,52f513be578c8ab672e7cd1620fcb7c2,39.333584,-122.266391,0
61418,12/7/2020 19:31,3.02E+13,shopping_pos,1051245,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,19-09-87,b51a23b15ee6b3b614f6727f2c36de4f,36.799299,-78.725859,1
61419,12/7/2020 19:31,3.80E+14,personal_care,315000,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,28-02-30,06e65b84f1d72b4657f43e687abf04b4,38.173806,-84.962561,0
61420,12/7/2020 19:31,3.76E+14,home,576000,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/2/1982,871ab546b6d9b5ec11ae45b79855a94b,41.795594,-100.55079,0
61421,12/7/2020 19:31,3.54E+15,home,284400,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,7/5/2003,dc5bbcd031ad69ae8a73792b9191fd80,38.660404,-90.728064,0
61422,12/7/2020 19:31,3.00E+13,food_dining,288873,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29-08-85,578b7f1e8bd15e4070241e8bccb367bd,26.214933,-81.71994,0
61423,12/7/2020 19:31,5.78E+11,food_dining,219069,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,23-10-97,a8ff2ef87b97b96c6f802fc253086833,40.648036,-79.212677,1
61424,12/7/2020 19:31,2.30E+15,shopping_pos,1093068,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1/9/1999,bf2a687d14f8286fc7fc12cde2800c99,40.16041,-74.975837,0
61425,12/7/2020 19:31,2.23E+15,kids_pets,1256400,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16-01-60,9b951f0f08c5bdc6a659513ed6149999,33.95203,-89.057012,0
61426,12/7/2020 19:32,2.13E+14,personal_care,485640,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,14-01-69,9475e04ae20be90aa80dc117fea73554,39.261912,-75.392052,1
61427,12/7/2020 19:32,2.13E+14,home,153576,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",18-03-04,6b43865d41e555d2210b8e197a050920,43.218942,-87.897022,0
61428,12/7/2020 19:33,4.17E+15,entertainment,634482,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,10/5/1993,34e951f627adb2d3159a23252657b480,35.053279,-97.78349,0
61429,12/7/2020 19:33,4.63E+15,shopping_pos,1090926,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",26-12-73,93738b1a1d887cf8a849b13de1961fa1,41.579179,-96.827231,0
61430,12/7/2020 19:33,4.78E+15,food_dining,585000,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,24-04-87,9fa1e9ca4399d2a5a073e4214781c6a1,39.155048,-75.138139,1
61431,12/7/2020 19:34,6.76E+11,health_fitness,495000,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,18-11-62,875e92213d22eb4c32a20b17e61c27e2,38.919795,-90.744442,0
61432,12/7/2020 19:34,2.25E+15,home,810000,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,8/9/1987,b903d80b30334c122505be398eff602e,31.599242,-83.687344,0
61433,12/7/2020 19:34,3.51E+15,entertainment,675000,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,31-03-85,68f72e04c705570fcf198d9f54ed2774,38.016099,-90.144874,0
61434,12/7/2020 19:35,3.03E+13,health_fitness,521280,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,24-11-61,10174e50eedc8719ee8256fd33cdec03,37.194456,-112.022988,1
61435,12/7/2020 19:35,4.64E+15,personal_care,265851,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-87,7be42063c704340429d7339c3e968386,39.631816,-109.316648,0
61436,12/7/2020 19:36,3.71E+14,shopping_pos,532345.5,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24-12-74,748e29726a82ed027aaa3e9506b8f31e,39.653773,-88.299355,0
61437,12/7/2020 19:36,6.50E+15,health_fitness,270000,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,3/4/1985,42e5ec0bbb5853a60281b3133af033c2,39.404693,-105.643253,0
61438,12/7/2020 19:36,6.01E+15,shopping_pos,126000,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",4/12/1995,7ba0777e16375a05be7d9429918d593d,45.548917,-93.806659,1
61439,12/7/2020 19:36,4.17E+12,health_fitness,243000,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,27-09-62,e8749966cd9f543b36520d346e2edb3d,42.411261,-76.335354,0
61440,12/7/2020 19:36,4.38E+15,food_dining,491031,Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,25-10-99,22175e4160464065ea12c72f414ec4c5,43.019001,-70.296135,0
61441,12/7/2020 19:36,2.45E+15,home,270000,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,27-10-87,42dcbc1320e3931f8955d72d645f5580,47.736394,-93.670677,1
61442,12/7/2020 19:36,6.30E+11,food_dining,550980,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,1/5/2036,a0187bafd700da0b3eba17a3021e1901,44.800613,-121.930291,0
61443,12/7/2020 19:37,6.01E+15,kids_pets,177903,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),5/7/1981,be9fa4f0bfbef78b98f11a9022531308,41.934672,-110.94626,0
61444,12/7/2020 19:37,4.33E+15,personal_care,261000,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,6/5/1981,40a3ec23963deb7f3ff2b9e2c16a752a,42.950185,-88.822447,0
61445,12/7/2020 19:37,4.46E+12,kids_pets,463500,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24-01-90,498a289fea5bd8974bd2dfd06e662bd5,30.84548,-85.315079,1
61446,12/7/2020 19:38,4.26E+12,misc_pos,916470,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",4/8/1997,15f4b6a056b1ef009eb4b6236271eaef,37.530275,-83.585964,0
61447,12/7/2020 19:39,3.45E+14,shopping_pos,299772,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,19-05-84,c21f2b6f835c765ebe94c882b30f6e1d,33.174877,-89.056855,0
61448,12/7/2020 19:39,3.55E+15,home,675000,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1/9/1984,dd8eed14a6b65e36376ab02ea997f86f,48.989877,-122.852552,1
61449,12/7/2020 19:40,6.01E+15,shopping_net,481855.5,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,29-11-81,68c6fc15b7c779c316fafeb3f9fb73cc,45.570756,-118.43122,0
61450,12/7/2020 19:40,3.52E+15,personal_care,82611,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,11/9/1970,550ba03bb29b4cd44593ce9f8882def0,34.483279,-97.362525,0
61451,12/7/2020 19:40,3.57E+15,kids_pets,528633,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,24-11-94,6a0d09ed56e11a8a92b0abece92cd1d8,40.521108,-85.655254,0
61452,12/7/2020 19:41,6.51E+15,shopping_pos,390960,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,4/5/1984,7ceb1db9af7bf8365cffb410d7ae3424,31.584683,-95.041154,1
61453,12/7/2020 19:41,6.59E+15,shopping_net,427500,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,4/1/1977,f31d5a6237a32bae163e4439a28bb383,26.114004,-80.543679,0
61454,12/7/2020 19:41,3.53E+15,health_fitness,579195,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,6/7/1955,4fd80162f778db4f6ebdabe9d41e24a2,44.569141,-85.133096,0
61455,12/7/2020 19:41,4.63E+15,shopping_net,545040,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",26-12-97,cdea16707781b9b4dd6854396afc7a44,30.516721,-83.918132,1
61456,12/7/2020 19:41,4.92E+15,home,1078200,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,7/3/2041,3c7b977bcb0c4dd8546cb20a8a46ec6a,40.151101,-80.516376,0
61457,12/7/2020 19:41,3.53E+15,entertainment,490495.5,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,14-02-87,73b1053debd1aa209e11dd8df9fea6ed,36.260144,-81.850676,0
61458,12/7/2020 19:41,4.36E+15,kids_pets,562500,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,12/3/1997,5a73a0a8a314ac079d27445c3999a98a,38.782739,-119.546051,0
61459,12/7/2020 19:42,5.78E+11,entertainment,1040985,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,23-10-97,c9d8dec0c2b543fae4cdad526cc55f08,41.604956,-80.116702,1
61460,12/7/2020 19:42,5.71E+11,entertainment,562491,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,26-02-76,1ca812ba2872df2021570e923b7ffc8f,42.340448,-109.341988,0
61461,12/7/2020 19:43,3.01E+13,personal_care,2366262,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,26-03-71,ae1bb79888848a554d150349c8a97c2d,39.169742,-84.67898,0
61462,12/7/2020 19:44,3.00E+13,home,469152,Kevin,Summers,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,26-01-75,b8c714c81f45e391aa29a6bcd58e1e9d,42.269453,-98.048002,0
61463,12/7/2020 19:44,4.35E+15,personal_care,416052,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,8/1/1979,c9db5374687d0ae318a92fb707e341d2,45.67096,-88.93363,1
61464,12/7/2020 19:44,3.50E+15,food_dining,225000,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,8/9/1976,83a16889b21b9005a13452ac5c2e80d0,39.655384,-76.918918,0
61465,12/7/2020 19:45,2.29E+15,personal_care,781920,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,29-08-81,067b403e61fe3e61041b220604c4beb8,40.093446,-73.51625,0
61466,12/7/2020 19:45,3.04E+13,home,855882,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,5/2/1982,12d87ea753bb94bd205062dcf736916f,36.128755,-96.107981,0
61467,12/7/2020 19:45,4.16E+15,entertainment,707287.5,Dawn,Cox,F,193 Catherine Ways,Hills,MN,56138,43.5335,-96.3645,899,Data scientist,15-01-95,73ad3154cbc2f355d80f244167a95620,44.161297,-95.555366,1
61468,12/7/2020 19:46,3.83E+13,kids_pets,153576,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,14-06-83,30fa67354f2543e6fe89481f9f6fa5c7,32.700206,-99.776595,0
61469,12/7/2020 19:46,3.55E+15,personal_care,755190,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,30-05-56,786acbe160c114db25ddabb155206e5d,31.330534,-96.436716,0
61470,12/7/2020 19:46,4.36E+15,shopping_net,852088.5,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,12/3/1997,fc99417f8bad9e72bae63c0e6ff1f765,39.658911,-119.847381,0
61471,12/7/2020 19:47,4.45E+15,entertainment,1133748,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,4/3/1978,e80ada1aeca855c6732c5492d3604224,32.918942,-97.351959,1
61472,12/7/2020 19:47,4.27E+15,food_dining,203985,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,13-12-56,cc21d7c1d0c9fd7a1582aa43d696dc1f,39.23222,-97.646727,0
61473,12/7/2020 19:47,3.55E+15,home,497520,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",30-04-62,5613e621c260212c185f7728c034e0bd,38.168625,-89.295451,0
61474,12/7/2020 19:48,6.76E+11,entertainment,924394.5,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,18-07-87,e439f90dd8fb9d7f38d23f5e84b79f48,39.049063,-98.980696,0
61475,12/7/2020 19:48,3.41E+14,shopping_pos,158148,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,2/7/1971,59d1a81c49a1a5f391e901104760728b,41.59223,-74.777863,1
61476,12/7/2020 19:48,2.71E+15,home,975771,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,13-02-64,4993e527c97065b2e98e7132055ef0d1,31.837327,-91.872565,0
61477,12/7/2020 19:48,4.45E+15,home,135000,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30-07-80,717e39a0a0d1fab4faa5403beb82f681,34.55253,-101.442314,0
61478,12/7/2020 19:48,3.60E+15,shopping_pos,835605,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25-03-88,b9e20c598fcf7938f924c8a3c7768cab,40.130794,-91.264185,0
61479,12/7/2020 19:49,3.46E+14,home,119925,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19-03-85,5277364380e67142cdc9084daacaf349,37.985862,-75.126489,1
61480,12/7/2020 19:49,4.19E+12,personal_care,207306,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,10/11/1966,9ed69e6d577524a6f6b30344d3918036,32.622693,-80.412592,0
61481,12/7/2020 19:49,6.51E+15,travel,1024740,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,15-04-85,a5adc77dfbcc270a8e1044714ce7b021,32.82939,-92.989706,0
61482,12/7/2020 19:49,3.02E+13,shopping_net,1123443,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,24-03-80,7d8df3e4c8e945d4e77f34d507d43f4a,38.651064,-82.633932,1
61483,12/7/2020 19:50,5.29E+15,misc_pos,518562,Amanda,Adams,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,24-11-86,b7cba44b58246b117ab625ce9773c5a8,46.091358,-124.124399,0
61484,12/7/2020 19:51,3.05E+13,entertainment,1125000,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,26-01-79,bdf362dc7838a65bedba4956e7df8a6c,36.870618,-90.157406,0
61485,12/7/2020 19:51,3.60E+15,home,338832,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25-03-88,dc7ab84b991d11aa741eb47abf2e1ebd,40.959908,-91.399391,1
61486,12/7/2020 19:51,6.55E+15,entertainment,524866.5,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,5/5/2045,2205d725bb87a0f63ed94cfa5f7fcc47,39.14327,-75.361417,0
61487,12/7/2020 19:51,6.01E+15,shopping_pos,755190,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,8/4/1993,8c678461d3263c758e6a4dd1e3b7beba,34.939854,-92.242723,0
61488,12/7/2020 19:51,3.06E+13,personal_care,380533.5,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,13-02-66,7db6a4441a25f4724d7d1df495eb9967,40.333207,-92.275566,0
61489,12/7/2020 19:53,1.80E+14,home,1227901.5,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,29-12-57,d90acc2a0d256726e18238be4c03edd6,41.392736,-74.181204,1
61490,12/7/2020 19:54,6.30E+11,kids_pets,250272,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21-06-78,49b6b52f77271b13b398af45fe66c1ab,48.264559,-117.364515,0
61491,12/7/2020 19:54,2.13E+14,home,1605312,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,9/2/1994,a7ecf340b8d138827f8c7fda17167093,46.741448,-83.926611,0
61492,12/7/2020 19:55,2.72E+15,personal_care,753840,Sheila,Baker,F,8030 Walker Heights,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,17-09-40,60e62b7063952968d069f9f2866d4040,44.090394,-104.799401,1
61493,12/7/2020 19:55,3.56E+15,travel,545040,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-59,4188f2449a9bd34dc149b3b66912ec73,37.072943,-122.260334,0
61494,12/7/2020 19:56,4.16E+15,shopping_pos,1078200,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-73,7a8fe776d8d1b75ec083ba10e74ed904,39.751553,-79.052006,0
61495,12/7/2020 19:56,3.04E+13,entertainment,534204,Jennifer,Garcia,F,28777 Stewart Plains Apt. 495,Putnam,IL,61560,41.1949,-89.4409,754,"Presenter, broadcasting",13-05-62,57a2a1b2bbcf53b19233274f6d535104,42.014158,-88.941096,0
61496,12/7/2020 19:56,3.56E+15,kids_pets,508495.5,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,29-03-91,8b2436942f1eb59ca6c2f6fc7af15adb,42.953233,-74.457521,0
61497,12/7/2020 19:56,4.82E+15,entertainment,1097676,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1/1/1991,ba29d217b1c3b7c1114fdd2669f9b8a9,28.124294,-82.023694,1
